1.097478000	200
0.585943000	200
0.545504000	200
0.544625000	200
0.545541000	200
0.548217000	200
0.543626000	200
0.543062000	200
0.544913000	200
0.544007000	200
0.543529000	200
0.543094000	200
0.544415000	200
0.543490000	200
0.542923000	200
0.544185000	200
0.543266000	200
0.543219000	200
0.542890000	200
0.544673000	200
0.543248000	200
0.544956000	200
0.544492000	200
0.543270000	200
0.543136000	200
0.542735000	200
0.544931000	200
0.543014000	200
0.544133000	200
0.542827000	200
0.543474000	200
0.542655000	200
0.545748000	200
0.542755000	200
0.543658000	200
0.543095000	200
0.552322000	200
0.547652000	200
0.543473000	200
0.543013000	200
0.543303000	200
0.542999000	200
0.542875000	200
0.544598000	200
0.542883000	200
0.543176000	200
0.543008000	200
0.542565000	200
0.544760000	200
0.543714000	200
0.543111000	200
0.543024000	200
0.543251000	200
0.542829000	200
0.544869000	200
0.543223000	200
0.543812000	200
0.543471000	200
0.542894000	200
0.543562000	200
