timestamp,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11,CPU12,CPU13,CPU14,CPU15,CPU16,CPU17,CPU18,CPU19,CPU20,CPU21,CPU22,CPU23,CPU24,CPU25,CPU26,CPU27,CPU28,CPU29,CPU30,CPU31,CPU32,CPU33,CPU34,CPU35,CPU36,CPU37,CPU38,CPU39,CPU40,CPU41,CPU42,CPU43,CPU44,CPU45,CPU46,CPU47,CPU48,CPU49,CPU50,CPU51,CPU52,CPU53,CPU54
2025-10-07 02:00:07,1200000,3000000,3000000,1200000,1200000,1200000,1197179,1200000,1894998,1200000,1896397,1200000,1879406,1200000,1972263,1200000,1994229,1200000,1895455,1200000,2016079,1200000,1895857,1200000,1897540,1200000,1895272,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:08,1200000,3000000,3000000,1197281,1206719,1200000,1970004,1200000,1895705,1200000,1197165,1200000,1895493,1200000,1895639,1200000,1895531,1200000,1907707,1200000,1996926,1200000,1895987,1200000,1971088,1200000,1995109,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:09,1200000,3000000,3000000,1200000,2000000,1200000,1200000,1200000,2300000,1200000,1197472,1200000,1895629,1200000,1998015,1200000,1895304,1200000,1984858,1200000,1995281,1200000,1894200,1200000,1896863,1200000,1995012,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:10,1200000,1633226,3000000,1900000,2000000,1197576,1200000,1200000,1200000,1200000,1200000,1200000,1871379,1197021,1995808,1200000,1982925,1200000,1197166,1200000,1985117,1200000,1896335,1200000,1992150,1200000,1995291,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:11,1197010,1379045,3000000,1197404,1890205,1200000,1895521,1200000,1896013,1200000,1895696,1200000,1200000,1200000,1895523,1200000,1896477,1200000,1995067,1300000,1895875,1500000,1895508,1200000,1894491,1200000,1995381,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:13,1690865,1854980,1197181,1194157,1898488,1200000,1906058,1211219,1253369,1200000,1197590,1200000,1897196,1200000,1996103,1200000,1902406,1200000,1604702,1200000,1995345,1200000,1704662,1200000,1995050,1200000,1864565,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:14,1197023,3000000,1200000,1200000,1900000,1197290,1200000,1200000,1200000,1200000,1200000,1200000,1895837,1200000,1896811,1200000,1995937,1200000,1995294,1200000,1894640,1200000,1896288,1200000,1895590,1200000,1895627,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:15,1200000,3000000,3000000,1200000,1995290,1196932,1197184,1200000,1900000,1200000,1197206,1200000,1205086,1200000,1983615,1200000,1998370,1200000,1995301,1200000,1894941,1200000,1895183,1200000,2004608,1200000,1895128,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:16,1200000,1526472,3000000,1197123,1900000,1197176,1895394,1201913,1896531,1200000,1890766,1200000,1898169,1200000,1894845,1200000,2015122,1200000,2051580,1200000,1995410,1200000,1998459,1200000,1895416,1197199,1897187,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:00:17,1200000,3000000,2229517,1200000,1892519,1200000,1197476,1200000,1895544,1200000,1894638,1200000,1884700,1197166,1995337,1200000,1995755,1200000,1197332,1200000,1895330,1200000,1896172,1200000,1896138,1200000,2000692,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
