0,0.043041
1,0.000183
2,0.000139
3,0.000146
4,0.000115
5,0.000127
6,0.000135
7,0.000116
8,0.000118
9,0.000114
10,0.000121
11,0.000127
12,0.000123
13,0.000125
14,0.000152
15,0.000118
16,0.000113
17,0.000120
18,0.000128
19,0.000165
20,0.000122
21,0.000126
22,0.000115
23,0.000121
24,0.000158
25,0.000146
26,0.000186
27,0.000149
28,0.000122
29,0.000115
30,0.000128
31,0.000127
32,0.000126
33,0.000108
34,0.000133
35,0.000113
36,0.000136
37,0.000117
38,0.000115
39,0.000121
40,0.000106
41,0.000112
42,0.000109
43,0.000119
44,0.000110
45,0.000120
46,0.000137
47,0.000110
48,0.000149
49,0.000110
50,0.000101
51,0.000109
52,0.000118
53,0.000113
54,0.000115
55,0.000118
56,0.000106
57,0.000113
58,0.000108
59,0.000137
60,0.000109
61,0.000110
62,0.000109
63,0.000121
64,0.000110
65,0.000106
66,0.000106
67,0.000095
68,0.000119
69,0.000142
70,0.000110
71,0.000110
72,0.000138
73,0.000112
74,0.000109
75,0.000105
76,0.000104
77,0.000119
78,0.000112
79,0.000107
80,0.000108
81,0.000111
82,0.000108
83,0.000107
84,0.000132
85,0.000110
86,0.000116
87,0.000132
88,0.000128
89,0.000123
90,0.000107
91,0.000128
92,0.000110
93,0.000116
94,0.000108
95,0.000107
96,0.000114
97,0.000134
98,0.000113
99,0.000108
100,0.000123
101,0.000109
102,0.000106
103,0.000116
104,0.000127
105,0.000113
106,0.000107
107,0.000106
108,0.000122
109,0.000105
110,0.000118
111,0.000106
112,0.000127
113,0.000110
114,0.000110
115,0.000133
116,0.000116
117,0.000099
118,0.000099
119,0.000096
120,0.000095
121,0.000103
122,0.000115
123,0.000117
124,0.000096
125,0.000103
126,0.000097
127,0.000102
128,0.000096
129,0.000095
130,0.000102
131,0.000102
132,0.000105
133,0.000114
134,0.000098
135,0.000101
136,0.000126
137,0.000131
138,0.000123
139,0.000110
140,0.000101
141,0.000098
142,0.000097
143,0.000124
144,0.000121
145,0.000097
146,0.000097
147,0.000122
148,0.000101
149,0.000098
150,0.000113
151,0.000097
152,0.000109
153,0.000097
154,0.000096
155,0.000103
156,0.000111
157,0.000108
158,0.000096
159,0.000097
160,0.000117
161,0.000099
162,0.000095
163,0.000105
164,0.000103
165,0.000115
166,0.000102
167,0.000123
168,0.000115
169,0.000103
170,0.000101
171,0.000107
172,0.000122
173,0.000114
174,0.000101
175,0.000098
176,0.000102
177,0.000110
178,0.000103
179,0.000118
180,0.000097
181,0.000132
182,0.000108
183,0.000108
184,0.000099
185,0.000123
186,0.000122
187,0.000100
188,0.000121
189,0.000109
190,0.000101
191,0.000105
192,0.000098
193,0.000109
194,0.000108
195,0.000098
196,0.000121
197,0.000110
198,0.000136
199,0.000124
200,0.000105
201,0.000104
202,0.000123
203,0.000101
204,0.000120
205,0.000100
206,0.000118
207,0.000124
208,0.000112
209,0.000102
210,0.000107
211,0.000096
212,0.000111
213,0.000096
214,0.000111
215,0.000119
216,0.000112
217,0.000119
218,0.000128
219,0.000099
220,0.000102
221,0.000105
222,0.000097
223,0.000109
224,0.000106
225,0.000123
226,0.000119
227,0.000112
228,0.000098
229,0.000099
230,0.000097
231,0.000114
232,0.000107
233,0.000127
234,0.000122
235,0.000116
236,0.000134
237,0.000096
238,0.000105
239,0.000144
240,0.000108
241,0.000098
242,0.000114
243,0.000114
244,0.000089
245,0.000086
246,0.000101
247,0.000107
248,0.000096
249,0.000112
250,0.000097
251,0.000127
252,0.000101
253,0.000090
254,0.000091
255,0.000088
256,0.000089
257,0.000088
258,0.000111
259,0.000108
260,0.000105
261,0.000095
262,0.000090
263,0.000088
264,0.000127
265,0.000108
266,0.000111
267,0.000106
268,0.000098
269,0.000109
270,0.000106
271,0.000087
272,0.000113
273,0.000098
274,0.000089
275,0.000104
276,0.000095
277,0.000121
278,0.000096
279,0.000091
280,0.000108
281,0.000110
282,0.000107
283,0.000101
284,0.000091
285,0.000093
286,0.000090
287,0.000142
288,0.000134
289,0.000103
290,0.000100
291,0.000097
292,0.000099
293,0.000097
294,0.000174
295,0.000117
296,0.000113
297,0.000122
298,0.000137
299,0.000104
300,0.000097
301,0.000097
302,0.000130
303,0.000107
304,0.000097
305,0.000096
306,0.000093
307,0.000110
308,0.000109
309,0.000118
310,0.000099
311,0.000111
312,0.000107
313,0.000105
314,0.000095
315,0.000121
316,0.000118
317,0.000140
318,0.000104
319,0.000106
320,0.000116
321,0.000109
322,0.000098
323,0.000096
324,0.000119
325,0.000129
326,0.000099
327,0.000108
328,0.000094
329,0.000108
330,0.000097
331,0.000135
332,0.000107
333,0.000100
334,0.000098
335,0.000095
336,0.000121
337,0.000117
338,0.000118
339,0.000096
340,0.000098
341,0.000106
342,0.000117
343,0.000107
344,0.000106
345,0.000103
346,0.000095
347,0.000103
348,0.000105
349,0.000127
350,0.000103
351,0.000098
352,0.000123
353,0.000104
354,0.000095
355,0.000094
356,0.000095
357,0.000099
358,0.000096
359,0.000113
360,0.000097
