1.085171000	200
0.585141000	200
0.544001000	200
0.541452000	200
0.541800000	200
0.542640000	200
0.542036000	200
0.541327000	200
0.542722000	200
0.541996000	200
0.541257000	200
0.542518000	200
0.541108000	200
0.541973000	200
0.541612000	200
0.541317000	200
0.541328000	200
0.541388000	200
0.541215000	200
0.541915000	200
0.541174000	200
0.541362000	200
0.542044000	200
0.541320000	200
0.541552000	200
0.541360000	200
0.540867000	200
0.541086000	200
0.540943000	200
0.541482000	200
0.540792000	200
0.540851000	200
0.540823000	200
0.540888000	200
0.541148000	200
0.541466000	200
0.541134000	200
0.541104000	200
0.541143000	200
0.541386000	200
0.541263000	200
0.540924000	200
0.541126000	200
0.540829000	200
0.541297000	200
0.540920000	200
0.541791000	200
0.540849000	200
0.541322000	200
0.541277000	200
0.541045000	200
0.541386000	200
0.541051000	200
0.540807000	200
0.541157000	200
0.541027000	200
0.541829000	200
0.541047000	200
0.540911000	200
0.541712000	200
