1.091352000	200
0.567443000	200
0.544971000	200
0.541121000	200
0.540895000	200
0.541006000	200
0.541357000	200
0.540901000	200
0.542362000	200
0.541896000	200
0.540861000	200
0.541118000	200
0.540680000	200
0.541802000	200
0.540998000	200
0.541032000	200
0.540944000	200
0.540895000	200
0.540998000	200
0.541302000	200
0.540994000	200
0.540831000	200
0.541910000	200
0.540949000	200
0.540769000	200
0.540965000	200
0.540868000	200
0.540764000	200
0.540782000	200
0.541014000	200
0.540746000	200
0.540678000	200
0.540708000	200
0.540757000	200
0.540723000	200
0.541074000	200
0.540703000	200
0.540743000	200
0.540641000	200
0.540935000	200
0.540814000	200
0.540531000	200
0.540779000	200
0.540743000	200
0.540771000	200
0.540654000	200
0.540931000	200
0.540532000	200
0.540741000	200
0.540673000	200
0.540767000	200
0.540805000	200
0.540684000	200
0.541093000	200
0.540613000	200
0.540769000	200
0.540620000	200
0.540645000	200
0.540657000	200
0.540757000	200
