timestamp,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11,CPU12,CPU13,CPU14,CPU15,CPU16,CPU17,CPU18,CPU19,CPU20,CPU21,CPU22,CPU23,CPU24,CPU25,CPU26,CPU27,CPU28,CPU29,CPU30,CPU31,CPU32,CPU33,CPU34,CPU35,CPU36,CPU37,CPU38,CPU39,CPU40,CPU41,CPU42,CPU43,CPU44,CPU45,CPU46,CPU47,CPU48,CPU49,CPU50,CPU51,CPU52,CPU53
2025-10-07 02:20:18,1895687,3000000,1905614,3000000,1897355,3000000,1899681,1200000,1894145,1200000,1891893,1200000,1891693,1200000,1895026,1200000,1897711,1200000,1895784,1200000,1358878,1200000,1895186,1200000,1197298,1200000,1995527,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:19,1886750,1200000,1905711,1200000,1895657,1213816,1883189,1197245,1895672,1200000,1843457,1200000,1197476,1200000,1895536,1200000,1895678,1200000,1994889,1200000,1837443,1200000,1895384,1200000,1895938,1200000,1897588,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:20,1200000,1197373,1200000,3000000,1196723,1200897,1895244,1186509,1197366,1200000,1996045,1200000,1200000,1200000,1896347,1200000,1994857,1200000,1895286,1200000,1995226,1200000,1896250,1200000,1995911,1200000,1973601,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:22,1200000,1196898,1200000,1196851,1200000,1197229,1895687,1200241,2026134,1200000,1896256,1200000,1997910,1200000,1892865,1200000,1995461,1200000,1895364,1200000,1895669,1200000,1895640,1200000,1995271,1200000,1995031,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:23,1200000,1197275,1200000,1197037,1200000,3000000,2000000,1200000,2470358,1200000,1197318,1200000,1888908,1200000,1896812,1200000,1897157,1200000,2014456,1200000,1901625,1200000,1895757,1200000,1974328,1200000,1894249,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:24,1200000,2494322,1200000,1197211,1200000,2494375,1900000,1200000,2000000,1200000,1198153,1200000,2088676,1200000,1896175,1200000,1889395,1200000,1898114,1200000,1896359,1200000,1995278,1200000,1897678,1200000,1995409,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:25,1895959,2494326,1197251,1200000,1200000,2494292,1201707,1200000,1197245,1200000,1197827,1200000,1895587,1200000,1895746,1200000,1895517,1200000,1996009,1200000,1897795,1200000,1995987,1200000,1994578,1200000,1995205,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:26,1197148,2494329,1200000,1197211,2000000,2494294,1200000,1200000,1900000,1200000,1197235,1200000,1894638,1200000,1997625,1200000,1995461,1200000,1896841,1200000,1895644,1200000,1197823,1200000,1893007,1200000,1995914,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:27,1197031,2494324,1200000,1196390,2000000,2494317,1200000,1200000,1900000,1200000,1197248,1200000,1197729,1200000,1895352,1200000,1894539,1200000,1895859,1200000,1997120,1200000,1995461,1200000,1995461,1200000,1995446,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:28,1197226,2494515,1896459,1197102,1897991,2494294,1197224,1200000,1900695,1200000,1895820,1200000,1994112,1200000,1894710,1200000,1993352,1200000,1895835,1200000,1897067,1200000,1197348,1200000,1197250,1200000,1995421,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:29,1197157,2494313,1892482,1197209,1896736,2494315,1935987,1200000,1197276,1200000,1995372,1200000,1967041,1200000,1994157,1200000,1994699,1200000,1895631,1200000,1997592,1200000,1196577,1200000,1197275,1900000,1895546,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:31,1197178,2494137,1896524,1203972,1899397,2385512,1895735,1200000,1995420,1200000,1897377,1200000,1198890,1200000,1995229,1200000,1994031,1200000,1897138,1200000,1896318,1200000,1195502,1200000,1797761,1200000,1895460,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:32,1196889,2494323,1200000,1197296,2000000,3000000,2000000,1200000,1900000,1200000,1197258,1200000,1893276,1200000,1895568,1200000,1996993,1200000,1994531,1200000,1895103,1200000,1995777,1200000,1896470,1200000,1895680,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:33,1197290,2494329,1200000,1197235,1200000,2287365,2000000,1200000,1900000,1200000,1197280,1200000,1895914,1200000,1895574,1200000,1896373,1200000,1896096,1200000,1895663,1200000,2027057,1200000,1895031,1200000,1997357,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:34,1200000,2494373,1200000,1200000,2000000,2493782,1888307,1200000,1984187,1200000,1197411,1200000,1975874,1200000,1895786,1200000,1998130,1200000,1982179,1200000,1895759,1200000,1895952,1200000,1995439,1200000,1895257,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:35,1198190,2494326,1200000,1200000,1200000,2495192,2000000,1196947,1900000,1200000,1197277,1200000,1995756,1200000,1995570,1200000,1895657,1200000,1996826,1200000,1996264,1200000,1994489,1200000,1897027,1200000,1995402,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:36,1197180,2494320,1895445,3000000,1894451,2494338,1897650,1197254,1895660,1200000,1899108,1200000,1896574,1200000,1895680,1200000,1895341,1200000,1895652,1200000,1897335,1200000,1893994,1200000,1197252,1200000,1994988,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:37,1197253,2494328,1901362,1200000,1895867,3000000,1901434,1197221,1995194,1200000,1935066,1200000,1897677,1200000,1896213,1200000,1895497,1200000,1898692,1200000,1972559,1200000,1894683,1200000,1197763,1200000,1895172,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:38,1896814,2494158,2004960,1200000,1896071,3000000,1897690,1197422,1895660,1200000,1999384,1200000,1894987,1200000,1995107,1200000,1997628,1200000,1895744,1200000,1993875,1200000,1895623,1200000,1200559,1200000,1896199,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:39,1897148,2494315,1997085,1200000,1887216,2494403,1196828,1197169,1895682,1200000,1197132,1200000,1996532,1200000,1996386,1200000,1895774,1200000,1997133,1200000,1901557,1197310,1995461,1200000,1197933,1200000,1994371,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:41,1900496,2494493,1896035,1200000,1895723,2494350,1951611,1197198,1898086,1200000,1995485,1200000,1995422,1200000,1896756,1200000,1895691,1200000,1895613,1200000,1895906,1200000,1995694,1200000,1198797,1197310,1898779,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:42,1197266,2494327,1895708,1200000,1887402,2249789,1896586,1196884,1950160,1200000,1895641,1200000,1994801,1200000,1895656,1200000,1895874,1200000,1895594,1200000,1196635,1200000,1994845,1200000,1197368,1200000,1896114,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:43,1197391,2494386,1896517,3000000,1197477,3000000,1895320,1186967,1996337,1200000,1995392,1200000,1895406,1200000,1894896,1200000,1894925,1200000,1898356,1200000,1895326,1200000,1895747,1200000,1198690,1200000,1895481,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:44,1197253,2494327,1896023,1200000,1900815,2494316,1902231,1197315,1895655,1200000,1896411,1200000,1196767,1200000,1892549,1200000,1197817,1200000,1895372,1197343,1895441,1200000,1888465,1200000,1197355,1200000,1909878,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:45,1197933,2494322,1200000,3000000,1200000,2494304,1200000,1197309,1200000,1200000,1197550,1200000,1898534,1200000,1995722,1200000,1994216,1200000,1998686,1200000,1895740,1200000,1895630,1200000,1994498,1200000,1896440,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:46,1200000,2494324,1200000,3000000,1200000,2494273,1200000,1197223,2000000,1200000,1201554,1200000,1896172,1200000,1895564,1200000,1898059,1200000,1896163,1200000,1895187,1200000,1900796,1200000,1894764,1200000,1987401,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:47,1200000,2494329,1200000,3000000,1900000,3000000,1887476,1197298,1200000,1200000,1199159,1200000,1988113,1200000,1897035,1200000,1893312,1200000,1997252,1200000,1995461,1200000,1863421,1200000,1196893,1200000,1895488,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:48,1197151,2494326,1200000,3000000,2000000,2410277,2000000,1197276,1900000,1200000,2002878,1200000,1995586,1200000,1896981,1200000,1994468,1200000,1895705,1200000,1994359,1200000,1895610,1200000,1896149,1200000,1995166,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:50,1907655,2494322,1200000,1200000,1200000,2494417,1198686,1197143,1200000,1200000,1998019,1200000,1198778,1200000,1198514,1200000,1994761,1200000,1197005,1200000,1895219,1200000,1910100,1200000,1995393,1200000,1994927,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:51,1196439,2494335,1200000,1200000,1895687,2146220,1986474,1197177,1998187,1200000,1894747,1200000,1198890,1200000,1897660,1200000,1895251,1200000,1997805,1200000,1896645,1200000,1995938,1200000,1895204,1200000,1995374,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:52,1200000,2494318,1200000,1200000,1200000,3000000,1900000,1197217,2000000,1200000,1200000,1200000,1198332,1200000,1897156,1200000,1884727,1200000,1899802,1200000,1976621,1200000,1995416,1200000,1960569,1200000,1896239,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:53,1197204,2494327,1200000,1200000,1200000,3000000,1897309,1197255,1896236,1200000,1895635,1200000,1197252,1200000,1995841,1200000,1895813,1200000,1895671,1200000,1897353,1200000,1895856,1200000,1896776,1200000,1995747,1197329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:54,1896339,2494321,1200000,1200000,1200000,2494292,1900000,1197012,1870522,1200000,1894428,1200000,1197325,1200000,1895655,1200000,1940875,1200000,1895686,1200000,1846697,1200000,1894748,1200000,1897500,1200000,1994402,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:55,1200000,3000000,1200000,1197126,2000000,1250272,2000000,1197220,1900000,1200000,1197283,1200000,1994778,1200000,1895899,1200000,1895940,1200000,1897159,1200000,1895647,1200000,1897773,1200000,1877044,1200000,1896266,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:56,1200000,1200000,1200000,1200000,2000000,3000000,1900000,1197119,1900000,1197314,1198928,1197348,1891978,1197470,1995204,1197229,1994442,1200000,1895296,1200000,1895858,1200000,1995248,1200000,1895666,1200000,1894376,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:57,1894646,3000000,1200000,1200000,1200000,1197172,1200000,1197285,1200000,1200000,1200000,1206380,1200000,1200000,1895793,1200000,2493914,1200000,1995406,1200000,1195213,1200000,1907808,1200000,1896336,1200000,1895708,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:20:58,1200000,1200000,1503469,1200000,1900000,1671466,1200000,1192182,1200000,1200000,1197263,1200000,1200000,1200000,1200000,1200000,1894849,1200000,1572386,1200000,1994691,1200000,1995461,1200000,1995444,1200000,1995478,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:00,1895630,1200000,1997429,1200000,1895294,1889301,1899206,1196579,1610096,1160646,1995424,1200000,1895591,1200000,1895687,1200000,1996573,1200000,1895852,1200000,1895661,1200000,1900530,1200000,1995421,1200000,1991762,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:01,1197265,1198472,1895698,1203640,1339048,1197237,1895665,1197548,1897917,1200000,1896132,1200000,1197239,1200000,1896818,1200000,1995630,1200000,1896196,1200000,1869053,1200000,1895810,1200000,1895686,1200000,1196402,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:02,1200000,1200000,1200000,1200000,1895973,2134807,1921453,1197208,1895738,1200000,1896010,1200000,1895674,1200000,1896371,1200000,1998272,1200000,1231798,1200000,1899745,1197300,1893986,1200000,1896110,1200000,1896797,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:03,1200000,1200000,1896802,1200000,1200000,1873784,1198808,1200000,1996671,1200000,1895824,1200000,1897652,1200000,1997109,1200000,1896493,1200000,1995205,1200000,1896729,1200000,1995461,1200000,1895548,1200000,1997824,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:04,1200000,1258055,1200000,3000000,1200000,1321235,1891040,1190514,1895638,1200000,1895846,1200000,1903897,1200000,1895516,1200000,2015688,1200000,1997681,1200000,1996268,1200000,1907877,1200000,1895661,1200000,1895663,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:05,1200000,3000000,1200000,1200000,1200000,1337556,1200000,1200000,1197981,1200000,1894752,1200000,1894192,1200000,1895396,1200000,1895640,1200000,1895764,1200000,1894696,1200000,1995010,1200000,1893940,1200000,1895839,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:06,1200000,1200000,1200000,1200000,1900085,1197252,2200000,1194648,1958463,1200000,1899089,1200000,1896678,1200000,1995961,1200000,1897290,1200000,1995195,1200000,1994990,1200000,1895643,1200000,1975969,1200000,2007238,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:07,1200000,1200000,1200000,1200000,1200000,1197301,2000000,1197588,1890391,1200000,1271319,1200000,1995461,1200000,1995698,1200000,1995420,1200000,1995716,1200000,1895555,1200000,1861440,1200000,1899246,1200000,1895465,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:09,1895153,1200000,1197267,1197228,1899172,1202286,1895951,1187521,1896204,1197248,1895633,1197239,1995461,1200000,1200000,1200000,1199576,1200000,1896250,1200000,1994171,1200000,1896892,1200000,1895211,1200000,1894610,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:10,1200000,1200000,1927568,1200000,1899261,2276632,1884322,1196944,1895669,1200000,1200000,1200000,1197254,1200000,1211326,1200000,2313235,1200000,1901143,1200000,1895833,1200000,1995428,1200000,1997467,1200000,1898415,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:11,1200000,1200000,1200000,1200000,1894688,1197264,1896496,1194899,1900958,1200000,1897721,1200000,1893868,1200000,1895628,1200000,1897451,1200000,1895255,1200000,1897485,1200000,1894920,1200000,2002379,1200000,1995355,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:12,1197252,1200000,1898125,1200000,1896371,1197161,1896219,1200000,1894857,1200000,1995461,1200000,1899249,1200000,1889056,1200000,1898710,1200000,1995192,1200000,1608490,1200000,2457188,1200000,1994252,1200000,1895638,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:13,1200000,1200000,1197562,1200000,1200000,1867852,1900000,1197486,1200000,1200000,1871483,1200000,1995730,1200000,1995403,1200000,1895883,1200000,2007661,1200000,1997319,1200000,1894968,1200000,1995501,1200000,1896035,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:14,1200000,1246940,1197309,3000000,1200000,1603314,2000000,1197838,1900000,1200000,1919645,1200000,1895636,1200000,1895256,1200000,1896324,1200000,1897523,1200000,1895626,1200000,1898200,1200000,1996754,1200000,1995427,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:15,1200000,3000000,1915249,1200000,2300000,1197249,1900000,1197246,1895906,1200000,1896007,1200000,1896407,1200000,1895655,1200000,1881696,1200000,1891030,1200000,1994691,1200000,1895002,1200000,1996566,1200000,1896223,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:16,1200000,1200000,1200000,1200000,1200000,1197292,1200000,1197403,1200000,1199010,1200000,1200000,2000000,1200000,1896626,1200000,1995461,1200000,1895655,1200000,1895250,1200000,1997891,1200000,1895224,1200000,1894718,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:17,1439621,1200000,1200000,1200000,1197245,3000000,1896787,1197707,1995218,1197276,1895671,1189292,1894761,1200000,1196847,1200000,1897153,1200000,1886758,1200000,1893700,1200000,1895667,1200000,1894619,1197287,1896005,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:19,1200000,1200000,1537623,1200000,1894796,1615288,1200000,1197767,1897609,1197141,1896525,1200000,1996939,1200000,1900423,1200000,1930382,1200000,1894231,1200000,1898183,1200000,1997444,1200000,2494347,1200000,1895663,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:20,1895804,1200000,1867223,1200000,1895679,1197272,1999877,1183271,1896165,1197076,1994287,1200000,1894907,1200000,1895396,1200000,1903579,1200000,1897826,1200000,1895645,1200000,1996135,1200000,2493125,1200000,1995473,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:21,1197248,1200000,1895261,1200000,1896012,1440700,1896037,1200000,1895644,1198494,1894954,1197198,1898776,1197293,1881151,1197253,1900000,1197243,1898233,1200000,1197261,1200000,1895214,1200000,1197481,1200000,1897960,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:22,1197230,1200000,1896373,1200000,1896891,1253457,1895377,1200000,1896678,1791070,1896035,1187665,1896710,1200000,1894881,1200000,1901368,1200000,1872068,1200000,1895892,1200000,1897134,1200000,1995445,1200000,2494288,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:23,1996281,3000000,1897969,3000000,1895826,1238008,1894757,1200000,1893301,1197227,1895254,1200000,1197262,1200000,1898126,1200000,1994917,1200000,1995200,1200000,1995711,1200000,1925919,1200000,1995441,1200000,1995450,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07 02:21:24,1197244,1200000,1888074,3000000,1894192,1197282,1899168,1200000,1896141,1197322,1895662,1200000,1895918,1200000,1894048,1200000,1895067,1200000,1896516,1200000,1895687,1200000,1894659,1200000,2494264,1200000,1896078,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
