1.115376000	200
0.567463000	200
0.544053000	200
0.541998000	200
0.542259000	200
0.542134000	200
0.541899000	200
0.541863000	200
0.542099000	200
0.543459000	200
0.541626000	200
0.541483000	200
0.541694000	200
0.541151000	200
0.541869000	200
0.541393000	200
0.541808000	200
0.541782000	200
0.541853000	200
0.541526000	200
0.541681000	200
0.541202000	200
0.541707000	200
0.541565000	200
0.541582000	200
0.541308000	200
0.541357000	200
0.541137000	200
0.541376000	200
0.541340000	200
0.541432000	200
0.541168000	200
0.541360000	200
0.541343000	200
0.541287000	200
0.541027000	200
0.541280000	200
0.541154000	200
0.541427000	200
0.541314000	200
0.541616000	200
0.541297000	200
0.541169000	200
0.541318000	200
0.541103000	200
0.541467000	200
0.541361000	200
0.541456000	200
0.541232000	200
0.541302000	200
0.541102000	200
0.541505000	200
0.541036000	200
0.541222000	200
0.541105000	200
0.541363000	200
0.541066000	200
0.541348000	200
0.541266000	200
0.541361000	200
