0,1769622322.019320000
1,1769622322.070028000
2,1769622322.070379000
3,1769622322.070717000
4,1769622322.071007000
5,1769622322.071338000
6,1769622322.071661000
7,1769622322.071974000
8,1769622322.072349000
9,1769622322.072680000
10,1769622322.072951000
11,1769622322.073238000
12,1769622322.073504000
13,1769622322.073763000
14,1769622322.074090000
15,1769622322.074357000
16,1769622322.074635000
17,1769622322.074919000
18,1769622322.075191000
19,1769622322.075476000
20,1769622322.075737000
21,1769622322.076021000
22,1769622322.076283000
23,1769622322.076568000
24,1769622322.076841000
25,1769622322.077108000
26,1769622322.077366000
27,1769622322.077621000
28,1769622322.077882000
29,1769622322.078140000
30,1769622322.078402000
31,1769622322.078663000
32,1769622322.078952000
33,1769622322.079214000
34,1769622322.079474000
35,1769622322.079745000
36,1769622322.080038000
37,1769622322.080296000
38,1769622322.080581000
39,1769622322.080836000
40,1769622322.081104000
41,1769622322.081385000
42,1769622322.081640000
43,1769622322.081895000
44,1769622322.082178000
45,1769622322.082436000
46,1769622322.082691000
47,1769622322.082950000
48,1769622322.083208000
49,1769622322.083508000
50,1769622322.083756000
51,1769622322.084043000
52,1769622322.084312000
53,1769622322.084579000
54,1769622322.084878000
55,1769622322.085146000
56,1769622322.085411000
57,1769622322.085657000
58,1769622322.085913000
59,1769622322.086166000
60,1769622322.086418000
61,1769622322.086674000
62,1769622322.086948000
63,1769622322.087232000
64,1769622322.087511000
65,1769622322.087764000
66,1769622322.088028000
67,1769622322.088286000
68,1769622322.088543000
69,1769622322.088792000
70,1769622322.089082000
71,1769622322.089340000
72,1769622322.089598000
73,1769622322.089868000
74,1769622322.090160000
75,1769622322.090437000
76,1769622322.090692000
77,1769622322.090997000
78,1769622322.091255000
79,1769622322.091507000
80,1769622322.091757000
81,1769622322.092071000
82,1769622322.092344000
83,1769622322.092602000
84,1769622322.092857000
85,1769622322.093140000
86,1769622322.093392000
87,1769622322.093648000
88,1769622322.093903000
89,1769622322.094157000
90,1769622322.094412000
91,1769622322.094660000
92,1769622322.094924000
93,1769622322.095183000
94,1769622322.095440000
95,1769622322.095693000
96,1769622322.095958000
97,1769622322.096216000
98,1769622322.096470000
99,1769622322.096763000
100,1769622322.097026000
101,1769622322.097291000
102,1769622322.097569000
103,1769622322.097851000
104,1769622322.098110000
105,1769622322.098388000
106,1769622322.098641000
107,1769622322.098895000
108,1769622322.099137000
109,1769622322.099408000
110,1769622322.099655000
111,1769622322.099912000
112,1769622322.100177000
113,1769622322.100494000
114,1769622322.100773000
115,1769622322.101041000
116,1769622322.101296000
117,1769622322.101569000
118,1769622322.101828000
119,1769622322.102108000
120,1769622322.102362000
121,1769622322.102621000
122,1769622322.102904000
123,1769622322.103174000
124,1769622322.103472000
125,1769622322.103721000
126,1769622322.104002000
127,1769622322.104257000
128,1769622322.104508000
129,1769622322.104765000
130,1769622322.105057000
131,1769622322.105316000
132,1769622322.105564000
133,1769622322.105821000
134,1769622322.106104000
135,1769622322.106359000
136,1769622322.106614000
137,1769622322.106885000
138,1769622322.107177000
139,1769622322.107505000
140,1769622322.107745000
141,1769622322.108013000
142,1769622322.108299000
143,1769622322.108586000
144,1769622322.108865000
145,1769622322.109166000
146,1769622322.109465000
147,1769622322.109705000
148,1769622322.109979000
149,1769622322.110260000
150,1769622322.110518000
151,1769622322.110805000
152,1769622322.111118000
153,1769622322.111365000
154,1769622322.111623000
155,1769622322.111878000
156,1769622322.112163000
157,1769622322.112408000
158,1769622322.112672000
159,1769622322.113006000
160,1769622322.113289000
161,1769622322.113539000
162,1769622322.113832000
163,1769622322.114118000
164,1769622322.114409000
165,1769622322.114704000
166,1769622322.114982000
167,1769622322.115243000
168,1769622322.115500000
169,1769622322.115761000
170,1769622322.116055000
171,1769622322.116297000
172,1769622322.116553000
173,1769622322.116809000
174,1769622322.117091000
175,1769622322.117343000
176,1769622322.117615000
177,1769622322.117863000
178,1769622322.118119000
179,1769622322.118396000
180,1769622322.118635000
181,1769622322.118893000
182,1769622322.119207000
183,1769622322.119518000
184,1769622322.119796000
185,1769622322.120081000
186,1769622322.120379000
187,1769622322.120662000
188,1769622322.120917000
189,1769622322.121174000
190,1769622322.121459000
191,1769622322.121711000
192,1769622322.121998000
193,1769622322.122286000
194,1769622322.122552000
195,1769622322.122829000
196,1769622322.123109000
197,1769622322.123364000
198,1769622322.123625000
199,1769622322.123877000
200,1769622322.124139000
201,1769622322.124403000
202,1769622322.124644000
203,1769622322.124896000
204,1769622322.125158000
205,1769622322.125439000
206,1769622322.125694000
207,1769622322.125968000
208,1769622322.126218000
209,1769622322.126474000
210,1769622322.126726000
211,1769622322.127009000
212,1769622322.127267000
213,1769622322.127531000
214,1769622322.127774000
215,1769622322.128041000
216,1769622322.128321000
217,1769622322.128603000
218,1769622322.128870000
219,1769622322.129126000
220,1769622322.129380000
221,1769622322.129624000
222,1769622322.129879000
223,1769622322.130160000
224,1769622322.130421000
225,1769622322.130683000
226,1769622322.130994000
227,1769622322.131242000
228,1769622322.131496000
229,1769622322.131785000
230,1769622322.132082000
231,1769622322.132395000
232,1769622322.132682000
233,1769622322.132975000
234,1769622322.133263000
235,1769622322.133507000
236,1769622322.133775000
237,1769622322.134043000
238,1769622322.134324000
239,1769622322.134612000
240,1769622322.134874000
241,1769622322.135166000
242,1769622322.135504000
243,1769622322.135751000
244,1769622322.136045000
245,1769622322.136305000
246,1769622322.136563000
247,1769622322.136818000
248,1769622322.137108000
249,1769622322.137399000
250,1769622322.137689000
251,1769622322.137987000
